source_schema_version,panel,row_type,dataset,dataset_id,method,result_layer,fold,source_key,metric,metric_direction,value,sd,n_records,n_effect_pairs,n_valid_effect_pairs,n_plotted,panel_c_seed,display_effect_min,display_effect_max,effect_formula,variance_ddof,folds,protocol_id,configuration,workflow_order,workflow_step,split_artifact_id,truth_artifact_id,prediction_artifact_id,prediction_audit_artifact_id,label_artifact_id,locations_artifact_id,detail_artifact_id,source_artifact_id
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,2,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold2.stAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.GeneSPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/evaluation/validation_selected_readout_genespt57/test_predictions/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/GeneSPT.npz,repository/results/protocol_a_full_rerun_20260711/evaluation/validation_selected_readout_genespt57/test_predictions/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/apply_manifest.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.Tangram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/Tangram/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/Tangram/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.TransImp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/TransImp/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/TransImp/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.SpaIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaIM/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaIM/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.SpaGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.stPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stPlus/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stPlus/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,3,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold3.stAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.GeneSPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/evaluation/validation_selected_readout_genespt57/test_predictions/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/GeneSPT.npz,repository/results/protocol_a_full_rerun_20260711/evaluation/validation_selected_readout_genespt57/test_predictions/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/apply_manifest.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.Tangram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/Tangram/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/Tangram/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.TransImp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/TransImp/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/TransImp/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.SpaIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaIM/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaIM/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.SpaGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.stPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stPlus/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stPlus/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,"B,C",formal_effect_input,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,4,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000.fold4.stAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/mode_a_split.json,repository/results/protocol_a_full_rerun_20260711/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/full_truth.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/imputed_expression.npy,repository/results/protocol_a_full_rerun_20260711/baselines/stAI/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/adapter_run_audit.json,archive/label_provenance/matched_labels/seqfish_plus_cortex_svz_matched_cell_types.csv,archive/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt,NA,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Effect Spearman,higher,0.20935930220886256,0.16059631174558278,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Effect MAE,lower,0.71308375934902668,0.30922368308896975,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Top-20 positive-effect overlap,higher,4.5999999999999996,3.8385796692984009,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Top-50 positive-effect overlap,higher,12.859999999999999,10.472529663410862,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Effect Spearman,higher,0.1675900223449231,0.16156649923400529,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Effect MAE,lower,0.70855289685051048,0.36524248895501543,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,0.78000000000000003,1.165665265075734,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,4.9199999999999999,4.7070940816896307,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Effect Spearman,higher,0.22237748854697159,0.11129504325096845,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Effect MAE,lower,0.62372738284572893,0.22539360606778797,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,3.52,2.7422618401604177,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,10.960000000000001,7.5941975701645967,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Effect Spearman,higher,0.14958678337810932,0.12647971298877225,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Effect MAE,lower,0.69634702566613016,0.37872951165286473,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,2.1200000000000001,2.730328529234352,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,6.1600000000000001,7.3688810658922499,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
